id,GalaxyID,Label
495,519138,Lenticular
496,519141,Bar Spiral
497,519148,Bar Spiral
498,519156,Spiral
499,519185,Elliptical
500,519187,Spiral
501,519192,Irregular
502,519205,Spiral
503,519208,Spiral
504,519214,Spiral
505,519235,Spiral
506,519243,Elliptical
507,519255,Spiral
508,519256,Irregular
509,519271,Irregular
510,519286,Elliptical
511,519300,Elliptical
512,519342,Bar Spiral
513,519380,Elliptical Cigar
514,519388,Irregular
515,519391,Elliptical Cigar
516,519392,Elliptical
517,519407,Spiral
518,519415,Spiral
519,519452,Spiral
520,519459,Bar Spiral
521,519472,Irregular
522,519512,Elliptical
523,519524,Irregular
524,519535,Irregular
525,519566,Irregular
526,519575,Elliptical
527,519584,Elliptical
528,519597,Irregular
529,519603,Elliptical
530,519607,Bar Spiral
531,519616,Spiral
532,519618,Irregular
533,519627,Lenticular
534,519637,Lenticular
535,519647,Lenticular
536,519685,Spiral
537,519723,Elliptical
538,519733,Bar Spiral
539,519749,Elliptical
540,519759,Elliptical
541,519785,Irregular
542,519799,Elliptical
543,519810,Elliptical
544,519816,Elliptical
545,519819,Elliptical
546,519820,Bar Spiral
547,519828,Elliptical
548,519832,Spiral
549,519837,Irregular
550,519841,Irregular
551,519844,Irregular
552,519849,Elliptical
553,519850,Elliptical
554,519853,Irregular
555,519856,Irregular
556,519865,Bar Spiral
557,519886,Elliptical
558,519890,Bar Spiral
559,519900,Spiral
560,519953,Spiral
561,519956,Lenticular
562,519967,Elliptical
563,519968,Elliptical
564,519995,Elliptical
565,520017,Elliptical
566,520023,Irregular
567,520035,Elliptical
568,520051,Elliptical Cigar
569,520077,Spiral
570,520078,Spiral
571,520092,Bar Spiral
572,520112,Elliptical
573,520128,Spiral
574,520132,Elliptical
575,520141,Spiral
576,520156,Spiral
577,520162,Bar Spiral
578,520163,Elliptical
579,520199,Irregular
580,520218,Spiral
581,520231,Spiral
582,520232,Irregular
583,520234,Irregular
584,520246,Irregular
585,520248,Spiral
586,520274,Elliptical
587,520283,Elliptical
588,520316,Spiral
589,520330,Spiral
590,520338,Lenticular
591,520346,Spiral
592,520394,Elliptical
593,520410,Elliptical
594,520428,Irregular
595,520438,Irregular
596,520459,Bar Spiral
597,520528,Irregular
598,520530,Elliptical
599,520603,Elliptical Cigar
600,520608,Spiral
601,520612,Elliptical
602,520651,Elliptical Cigar
603,520678,Elliptical
604,520681,Elliptical
605,520683,Spiral
606,520696,Irregular
607,520726,Irregular
608,520757,Elliptical
609,520761,Spiral
610,520764,Elliptical
611,520774,Spiral
612,520787,Elliptical
613,520795,Irregular
614,520800,Irregular
615,520805,Elliptical
616,520817,Elliptical
617,520826,Elliptical
618,520848,Bar Spiral
619,520853,Spiral
620,520855,Elliptical
621,520866,Spiral
622,520889,Spiral
623,520910,Elliptical
624,520911,Irregular
625,520917,Elliptical
626,520920,Elliptical
627,520936,Spiral
628,520944,Elliptical
629,520951,Lenticular
630,521002,Irregular
631,521006,Elliptical
632,521039,Irregular
633,521065,Elliptical
634,521096,Elliptical
635,521117,Irregular
636,521125,Elliptical
637,521131,Spiral
638,521132,Elliptical
639,521187,Spiral
640,521190,Elliptical
641,521200,Spiral
642,521206,Spiral
643,521217,Spiral
644,521223,Elliptical
645,521246,Irregular
646,521252,Spiral
647,521305,Bar Spiral
648,521306,Spiral
649,521309,Elliptical
650,521311,Bar Spiral
651,521328,Lenticular
652,521339,Spiral
653,521357,Irregular
654,521361,Elliptical
655,521367,Elliptical Cigar
656,521405,Spiral
657,521414,Elliptical
658,521448,Lenticular
659,521469,Elliptical
660,521470,Elliptical
661,521471,Elliptical
662,521492,Elliptical
663,521500,Irregular
664,521513,Elliptical
665,521560,Spiral
666,521563,Spiral
667,521607,Lenticular
668,521618,Irregular
669,521640,Elliptical
670,521647,Spiral
671,521668,Elliptical
672,521670,Spiral
673,521676,Elliptical
674,521684,Irregular
675,521706,Spiral
676,521712,Spiral
677,521756,Irregular
678,521775,Elliptical
679,521804,Spiral
680,521806,Irregular
681,521810,Spiral
682,521817,Elliptical Cigar
683,521849,Irregular
684,521852,Elliptical
685,521865,Spiral
686,521880,Spiral
687,521884,Irregular
688,521887,Elliptical
689,521901,Spiral
690,521904,Elliptical
691,521909,Lenticular
692,521910,Elliptical
693,521921,Elliptical
694,521931,Bar Spiral
695,521950,Elliptical
696,521963,Elliptical
697,521977,Elliptical
698,521983,Spiral
699,522006,Spiral
700,522020,Bar Spiral
701,522026,Spiral
702,522029,Spiral
703,522036,Irregular
704,522041,Spiral
705,522047,Elliptical
706,522066,Spiral
707,522080,Spiral
708,522086,Spiral
709,522087,Spiral
710,522097,Elliptical
711,522143,Irregular
712,522152,Elliptical
713,522163,Elliptical
714,522176,Elliptical
715,522179,Spiral
716,522196,Irregular
717,522216,Elliptical
718,522217,Irregular
719,522220,Irregular
720,522229,Irregular
721,522247,Elliptical
722,522250,Spiral
723,522268,Elliptical
724,522318,Spiral
725,522344,Spiral
726,522349,Spiral
727,522377,Spiral
728,522387,Elliptical
729,522396,Irregular
730,522407,Elliptical
731,522428,Lenticular
732,522438,Elliptical
733,522441,Elliptical
734,522446,Irregular
735,522459,Spiral
736,522463,Elliptical
737,522469,Spiral
738,522477,Elliptical
739,522501,Elliptical
740,522513,Bar Spiral
741,522532,Elliptical
742,522550,Elliptical
743,522557,Elliptical
744,522598,Elliptical
745,522602,Elliptical
746,522603,Elliptical
747,522655,Elliptical Cigar
748,522662,Elliptical
749,522683,Elliptical
750,522686,Elliptical
751,522694,Spiral
752,522696,Elliptical
753,522709,Elliptical
754,522734,Elliptical
755,522750,Bar Spiral
756,522752,Bar Spiral
757,522763,Elliptical
758,522770,Elliptical
759,522780,Irregular
760,522798,Bar Spiral
761,522802,Spiral
762,522835,Elliptical
763,522853,Spiral
764,522862,Spiral
765,522873,Spiral
766,522875,Elliptical
767,522882,Elliptical
768,522888,Elliptical
769,522922,Irregular
770,522931,Bar Spiral
771,522937,Elliptical
772,522952,Elliptical
773,522959,Spiral
774,522961,Elliptical
775,522967,Irregular
776,522991,Elliptical
777,523012,Lenticular
778,523032,Lenticular
779,523037,Bar Spiral
780,523136,Spiral
781,523178,Elliptical
782,523179,Lenticular
783,523199,Elliptical
784,523231,Irregular
785,523238,Spiral
786,523245,Bar Spiral
787,523265,Spiral
788,523278,Spiral
789,523280,Spiral
790,523284,Elliptical
791,523314,Spiral
792,523337,Lenticular
793,523356,Elliptical
794,523360,Elliptical
795,523368,Spiral
796,523385,Spiral
797,523470,Irregular
798,523475,Elliptical Cigar
799,523496,Elliptical
800,523499,Irregular
801,523507,Elliptical
802,523520,Spiral
803,523529,Elliptical
804,523552,Irregular
805,523554,Bar Spiral
806,523557,Elliptical
807,523566,Elliptical Cigar
808,523569,Lenticular
809,523579,Elliptical
810,523586,Spiral
811,523619,Elliptical
812,523620,Spiral
813,523638,Elliptical
814,523656,Elliptical
815,523658,Irregular
816,523679,Spiral
817,523691,Spiral
818,523699,Elliptical Cigar
819,523716,Irregular
820,523720,Irregular
821,523721,Elliptical Cigar
822,523728,Elliptical
823,523759,Elliptical
824,523786,Elliptical
825,523820,Irregular
826,523832,Elliptical Cigar
827,523850,Spiral
828,523870,Elliptical
829,523873,Spiral
830,523876,Bar Spiral
831,523878,Irregular
832,523913,Elliptical
833,523918,Elliptical
834,523936,Elliptical
835,523990,Irregular
836,523997,Irregular
837,524008,Spiral
838,524020,Spiral
839,524025,Elliptical
840,524042,Irregular
841,524052,Bar Spiral
842,524093,Elliptical
843,524106,Elliptical
844,524120,Spiral
845,524123,Elliptical
846,524158,Spiral
847,524164,Spiral
848,524165,Elliptical
849,524167,Spiral
850,524170,Irregular
851,524194,Bar Spiral
852,524215,Spiral
853,524226,Lenticular
854,524236,Elliptical
855,524241,Irregular
856,524244,Elliptical
857,524249,Spiral
858,524258,Elliptical
859,524267,Elliptical
860,524279,Irregular
861,524286,Spiral
862,524287,Spiral
863,524311,Irregular
864,524324,Elliptical
865,524335,Bar Spiral
866,524343,Bar Spiral
867,524347,Spiral
868,524354,Spiral
869,524361,Elliptical Cigar
870,524365,Elliptical
871,524366,Elliptical
872,524379,Irregular
873,524393,Spiral
874,524419,Elliptical
875,524423,Lenticular
876,524428,Spiral
877,524468,Bar Spiral
878,524495,Spiral
879,524497,Elliptical
880,524513,Lenticular
881,524527,Spiral
882,524560,Irregular
883,524561,Spiral
884,524564,Lenticular
885,524576,Elliptical
886,524590,Elliptical
887,524591,Bar Spiral
888,524609,Elliptical
889,524611,Elliptical
890,524645,Elliptical
891,524655,Spiral
892,524659,Spiral
893,524673,Elliptical
894,524681,Bar Spiral
895,524693,Elliptical
896,524743,Elliptical Cigar
897,524749,Elliptical
898,524763,Spiral
899,524767,Elliptical
900,524774,Lenticular
901,524776,Irregular
902,524783,Spiral
903,524811,Spiral
904,524821,Spiral
905,524831,Bar Spiral
906,524838,Irregular
907,524850,Bar Spiral
908,524874,Elliptical
909,524880,Lenticular
910,524885,Irregular
911,524886,Spiral
912,524893,Spiral
913,524896,Spiral
914,524942,Irregular
915,524975,Irregular
916,524982,Spiral
917,524990,Irregular
918,524995,Elliptical
919,525011,Elliptical
920,525021,Elliptical
921,525037,Elliptical
922,525044,Elliptical
923,525064,Elliptical
924,525066,Irregular
925,525075,Spiral
926,525093,Bar Spiral
927,525097,Spiral
928,525109,Elliptical
929,525156,Elliptical
930,525159,Lenticular
931,525160,Spiral
932,525167,Irregular
933,525171,Spiral
934,525177,Elliptical
935,525203,Elliptical
936,525211,Spiral
937,525226,Irregular
938,525246,Lenticular
939,525275,Spiral
940,525280,Bar Spiral
941,525282,Elliptical
942,525304,Elliptical
943,525318,Elliptical
944,525326,Lenticular
945,525362,Elliptical
946,525372,Spiral
947,525376,Elliptical
948,525386,Spiral
949,525389,Spiral
950,525413,Elliptical
951,525415,Elliptical
952,525422,Elliptical
953,525474,Spiral
954,525495,Spiral
955,525497,Spiral
956,525498,Irregular
957,525499,Lenticular
958,525512,Elliptical
959,525541,Elliptical
960,525543,Spiral
961,525548,Irregular
962,525563,Elliptical
963,525581,Spiral
964,525584,Elliptical
965,525588,Spiral
966,525591,Spiral
967,525678,Spiral
968,525696,Elliptical
969,525697,Elliptical
970,525700,Elliptical
971,525702,Elliptical
972,525707,Elliptical Cigar
973,525709,Elliptical Cigar
974,525745,Irregular
975,525800,Elliptical
976,525802,Elliptical
977,525822,Elliptical
978,525829,Bar Spiral
979,525864,Elliptical
980,525869,Irregular
981,525875,Elliptical
982,525910,Spiral
983,525919,Irregular
984,525929,Lenticular
985,525947,Spiral
986,525969,Spiral
987,525978,Irregular
988,525983,Bar Spiral
989,525988,Elliptical
990,526002,Elliptical
991,526006,Elliptical
992,526007,Spiral
993,526018,Bar Spiral
994,526035,Irregular
995,526053,Bar Spiral
996,526065,Spiral
997,526090,Irregular
998,526123,Spiral
999,526131,Spiral
1000,526135,Irregular
1001,526137,Elliptical
1002,526214,Elliptical
1003,526228,Spiral
1004,526234,Elliptical
1005,526238,Lenticular
1006,526248,Lenticular
1007,526283,Elliptical
1008,526309,Elliptical
1009,526314,Irregular
1010,526319,Irregular
1011,526330,Elliptical Cigar
1012,526332,Irregular
1013,526369,Lenticular
1014,526370,Spiral
1015,526376,Elliptical Cigar
1016,526395,Spiral
1017,526399,Elliptical
1018,526431,Irregular
1019,526433,Elliptical Cigar
1020,526438,Spiral
1021,526441,Spiral
1022,526446,Elliptical
1023,526457,Elliptical
1024,526458,Elliptical
1025,526464,Elliptical
1026,526512,Lenticular
1027,526514,Spiral
1028,526518,Elliptical
1029,526550,Elliptical
1030,526551,Irregular
1031,526557,Elliptical
1032,526569,Elliptical
1033,526573,Spiral
1034,526602,Spiral
1035,526616,Irregular
1036,526617,Elliptical
1037,526633,Irregular
1038,526636,Irregular
1039,526641,Elliptical
1040,526660,Bar Spiral
1041,526669,Spiral
1042,526676,Spiral
1043,526697,Irregular
1044,526729,Spiral
1045,526743,Irregular
1046,526746,Spiral
1047,526779,Elliptical
1048,526785,Elliptical
1049,526793,Spiral
1050,526815,Elliptical
1051,526817,Elliptical
1052,526824,Elliptical
1053,526836,Spiral
1054,526837,Spiral
1055,526854,Spiral
1056,526883,Elliptical
1057,526894,Elliptical
1058,526913,Elliptical
1059,526924,Spiral
1060,526948,Spiral
1061,526957,Elliptical
1062,526964,Elliptical Cigar
1063,527024,Elliptical
1064,527037,Irregular
1065,527066,Lenticular
1066,527073,Elliptical
1067,527085,Spiral
1068,527087,Lenticular
1069,527091,Spiral
1070,527097,Elliptical
1071,527099,Spiral
1072,527115,Spiral
1073,527126,Lenticular
1074,527176,Irregular
1075,527251,Elliptical
1076,527265,Elliptical
1077,527266,Irregular
1078,527311,Elliptical
1079,527328,Bar Spiral
1080,527334,Irregular
1081,527359,Lenticular
1082,527363,Irregular
1083,527372,Irregular
1084,527389,Irregular
1085,527393,Spiral
1086,527397,Elliptical
1087,527408,Lenticular
1088,527415,Irregular
1089,527451,Spiral
1090,527463,Elliptical
1091,527476,Elliptical
1092,527497,Elliptical
1093,527517,Elliptical
1094,527522,Irregular
1095,527532,Lenticular
1096,527543,Irregular
1097,527553,Lenticular
1098,527572,Lenticular
1099,527574,Spiral
1100,527578,Elliptical Cigar
1101,527615,Elliptical
1102,527622,Elliptical
1103,527625,Spiral
1104,527633,Elliptical
1105,527634,Elliptical
1106,527654,Bar Spiral
1107,527692,Irregular
1108,527706,Spiral
1109,527710,Bar Spiral
1110,527711,Elliptical
1111,527718,Spiral
1112,527723,Irregular
1113,527725,Spiral
1114,527729,Elliptical
1115,527770,Irregular
1116,527773,Spiral
1117,527783,Spiral
1118,527800,Irregular
1119,527810,Spiral
1120,527814,Elliptical
1121,527818,Irregular
1122,527842,Elliptical
1123,527843,Lenticular
1124,527846,Spiral
1125,527862,Irregular
1126,527863,Spiral
1127,527888,Irregular
1128,527890,Elliptical
1129,527915,Elliptical
1130,527918,Spiral
1131,527932,Spiral
1132,527964,Elliptical
1133,527972,Elliptical
1134,527989,Spiral
1135,527999,Spiral
1136,528029,Elliptical
1137,528030,Lenticular
1138,528038,Bar Spiral
1139,528045,Elliptical
1140,528046,Elliptical
1141,528048,Elliptical
1142,528078,Bar Spiral
1143,528099,Irregular
1144,528107,Elliptical
1145,528143,STAR
1146,528149,Elliptical Cigar
1147,528174,Elliptical
1148,528175,Spiral
1149,528189,Elliptical
1150,528197,Spiral
1151,528209,Spiral
1152,528212,Elliptical
1153,528221,Irregular
1154,528225,Spiral
1155,528257,Spiral
1156,528262,Irregular
1157,528270,Spiral
1158,528294,Irregular
1159,528296,Spiral
1160,528315,Elliptical
1161,528376,Elliptical
1162,528379,Spiral
1163,528385,Elliptical
1164,528430,Spiral
1165,528438,Elliptical
1166,528455,Elliptical
1167,528467,Spiral
1168,528472,Spiral
1169,528474,Spiral
1170,528495,Elliptical
1171,528549,Lenticular
1172,528550,Irregular
1173,528565,Spiral
1174,528616,Elliptical
1175,528618,Lenticular
1176,528649,Elliptical
1177,528650,Spiral
1178,528666,Elliptical
1179,528674,Spiral
1180,528683,Elliptical
1181,528706,Spiral
1182,528708,Spiral
1183,528720,Spiral
1184,528721,Irregular
1185,528736,Irregular
1186,528753,Elliptical
1187,528754,Spiral
1188,528823,Irregular
1189,528834,Spiral
1190,528846,Elliptical
1191,528853,Elliptical
1192,528858,Irregular
1193,528860,Spiral
1194,528864,Irregular
1195,528878,Spiral
1196,528882,Elliptical
1197,528912,Spiral
1198,528933,Elliptical
1199,528955,Elliptical
1200,528978,Bar Spiral
1201,528988,Irregular
1202,529010,Elliptical
1203,529020,Elliptical
1204,529027,Irregular
1205,529058,Spiral
1206,529063,Irregular
1207,529086,Bar Spiral
1208,529087,Elliptical
1209,529093,Elliptical
1210,529135,Spiral
1211,529136,Spiral
1212,529157,Elliptical
1213,529158,Lenticular
1214,529174,Elliptical
1215,529183,Spiral
1216,529184,Elliptical
1217,529211,Elliptical
1218,529215,Spiral
1219,529269,Spiral
1220,529282,Spiral
1221,529289,Spiral
1222,529300,Irregular
1223,529312,Spiral
1224,529319,Spiral
1225,529334,Irregular
1226,529337,Spiral
1227,529338,Elliptical
1228,529340,Elliptical
1229,529344,Irregular
1230,529349,Irregular
1231,529361,Elliptical
1232,529369,Bar Spiral
1233,529376,Spiral
1234,529380,Irregular
1235,529397,Elliptical Cigar
1236,529415,Elliptical
1237,529452,Elliptical
1238,529459,Elliptical
1239,529471,Spiral
1240,529486,Spiral
1241,529524,Spiral
1242,529534,Irregular
1243,529549,Elliptical
1244,529558,Spiral
1245,529576,Irregular
1246,529577,Bar Spiral
1247,529587,Bar Spiral
1248,529612,Elliptical
1249,529638,Irregular
1250,529651,Elliptical
1251,529652,Spiral
1252,529667,Spiral
1253,529670,Elliptical
1254,529674,Elliptical
1255,529687,Lenticular
1256,529691,Elliptical
1257,529727,Elliptical
1258,529731,Spiral
1259,529740,Spiral
1260,529749,Spiral
1261,529768,Elliptical
1262,529775,Spiral
1263,529785,Irregular
1264,529808,Elliptical
1265,529884,Spiral
1266,529899,Spiral
1267,529936,Irregular
1268,529963,Elliptical
1269,529987,Elliptical
1270,530029,Elliptical
